"year_mon","storage","ResOpsUS","all_years","normalized"
"1941-10",64.6727096774193,154.7,1941,0.41805242196134
"1941-11",67.3781333333333,154.7,1941,0.435540616246499
"1941-12",68.1334838709677,154.7,1941,0.440423295869216
"1941-5",22.3367586206897,154.7,1941,0.144387579965673
"1941-6",52.1964333333333,154.7,1941,0.337404223227753
"1941-7",68.0057741935484,154.7,1941,0.439597764664178
"1941-8",57.4771935483871,154.7,1941,0.371539712659257
"1941-9",52.0908,154.7,1941,0.336721396250808
"1942-1",58.0495161290323,154.7,1942,0.37523927685218
"1942-10",59.6777419354839,154.7,1942,0.385764330546114
"1942-11",56.3125,154.7,1942,0.364010989010989
"1942-12",54.8971935483871,154.7,1942,0.354862272452405
"1942-2",46.4435714285714,154.7,1942,0.300217009880875
"1942-3",44.0551290322581,154.7,1942,0.284777821798695
"1942-4",54.9721666666667,154.7,1942,0.355346907993967
"1942-5",65.1395806451613,154.7,1942,0.421070333840732
"1942-6",104.884366666667,154.7,1942,0.677985563456152
"1942-7",109.346548387097,154.7,1942,0.706829659903664
"1942-8",90.646935483871,154.7,1942,0.585953041266134
"1942-9",69.7646,154.7,1942,0.450967032967033
"1943-1",55.3966451612903,154.7,1943,0.358090789665742
"1943-10",48.74,154.7,1943,0.315061409179056
"1943-11",37.3977666666667,154.7,1943,0.241743805214393
"1943-12",34.7956774193548,154.7,1943,0.224923577371395
"1943-2",56.3176071428571,154.7,1943,0.364044002216271
"1943-3",58.2348387096774,154.7,1943,0.376437225014075
"1943-4",68.3672,154.7,1943,0.441934065934066
"1943-5",77.1306774193548,154.7,1943,0.498582271618325
"1943-6",86.9328,154.7,1943,0.561944408532644
"1943-7",83.2672580645161,154.7,1943,0.53824989052693
"1943-8",71.3144193548387,154.7,1943,0.460985257626624
"1943-9",66.6364,154.7,1943,0.430745959922431
"1944-1",34.1786451612903,154.7,1944,0.220935004274663
"1944-10",5.44151612903226,154.7,1944,0.0351746356110682
"1944-11",3.53546666666667,154.7,1944,0.0228536953242836
"1944-12",6.07470967741935,154.7,1944,0.0392676772942428
"1944-2",34.29,154.7,1944,0.221654815772463
"1944-3",34.5293870967742,154.7,1944,0.223202243676627
"1944-4",40.4589666666667,154.7,1944,0.261531781943547
"1944-5",65.388935483871,154.7,1944,0.422682194465876
"1944-6",91.6044333333333,154.7,1944,0.59214242620125
"1944-7",104.185741935484,154.7,1944,0.673469566486644
"1944-8",83.6408709677419,154.7,1944,0.540664970702921
"1944-9",36.2746666666667,154.7,1944,0.234483947425124
"1945-1",7.70441935483871,154.7,1945,0.0498023229142774
"1945-10",52.4958709677419,154.7,1945,0.339339825260129
"1945-11",50.0605333333333,154.7,1945,0.323597500538677
"1945-12",46.9354193548387,154.7,1945,0.303396375920095
"1945-2",9.01128571428571,154.7,1945,0.0582500692584726
"1945-3",9.00270967741936,154.7,1945,0.0581946326917864
"1945-4",13.8174,154.7,1945,0.0893173884938591
"1945-5",58.6786129032258,154.7,1945,0.379305836478512
"1945-6",98.6666333333333,154.7,1945,0.637793363499246
"1945-7",97.5602580645161,154.7,1945,0.630641616448068
"1945-8",82.1633225806452,154.7,1945,0.53111391454845
"1945-9",64.2890333333333,154.7,1945,0.415572290454643
"1946-1",46.758,154.7,1946,0.302249515190692
"1946-10",57.0005806451613,154.7,1946,0.368458827699814
"1946-11",63.3794333333333,154.7,1946,0.409692523163111
"1946-12",66.8405806451613,154.7,1946,0.432065808953855
"1946-2",46.6059642857143,154.7,1946,0.301266737464217
"1946-3",47.7437419354839,154.7,1946,0.308621473403257
"1946-4",56.2359666666667,154.7,1946,0.36351626804568
"1946-5",79.5735806451613,154.7,1946,0.514373501261547
"1946-6",100.201566666667,154.7,1946,0.647715363068304
"1946-7",94.7472580645161,154.7,1946,0.612458035323311
"1946-8",76.2992580645161,154.7,1946,0.493207873720208
"1946-9",64.6276666666667,154.7,1946,0.417761258349494
"1947-1",68.9469677419355,154.7,1947,0.445681756573597
"1947-10",114.680741935484,154.7,1947,0.741310549033509
"1947-11",106.1188,154.7,1947,0.6859650937298
"1947-12",100.224483870968,154.7,1947,0.647863502721188
"1947-2",70.1931428571429,154.7,1947,0.453737187182565
"1947-3",71.5165161290323,154.7,1947,0.462291636257481
"1947-4",76.5192666666667,154.7,1947,0.494630036630037
"1947-5",106.649516129032,154.7,1947,0.689395708655671
"1947-6",127.802866666667,154.7,1947,0.826133591898298
"1947-7",133.608032258065,154.7,1947,0.863658902767062
"1947-8",114.424806451613,154.7,1947,0.739656150301312
"1947-9",119.203433333333,154.7,1947,0.770545787545788
"1948-1",92.2042580645161,154.7,1948,0.596019767708572
"1948-10",68.8118709677419,154.7,1948,0.44480847425819
"1948-11",65.9427,154.7,1948,0.426261797026503
"1948-12",66.466064516129,154.7,1948,0.42964489021415
"1948-2",84.2626896551724,154.7,1948,0.544684483873125
"1948-3",76.5324838709677,154.7,1948,0.494715474279042
"1948-4",45.3386,154.7,1948,0.293074337427279
"1948-5",58.014064516129,154.7,1948,0.375010113226432
"1948-6",124.5569,154.7,1948,0.805151260504202
"1948-7",130.036580645161,154.7,1948,0.840572596284171
"1948-8",108.797548387097,154.7,1948,0.703280855766624
"1948-9",83.1496666666667,154.7,1948,0.537489765136824
"1949-1",68.6727096774194,154.7,1949,0.443908918406072
"1949-10",55.1869677419355,154.7,1949,0.35673540880372
"1949-11",53.4971666666667,154.7,1949,0.345812324929972
"1949-12",56.2630967741935,154.7,1949,0.363691640427883
"1949-2",68.8883928571429,154.7,1949,0.445303121248499
"1949-3",54.7215483870968,154.7,1949,0.353726880330296
"1949-4",33.8250666666667,154.7,1949,0.21864942900237
"1949-5",46.1854193548387,154.7,1949,0.298548282836708
"1949-6",110.415033333333,154.7,1949,0.713736479207068
"1949-7",130.052451612903,154.7,1949,0.84067518818942
"1949-8",104.401806451613,154.7,1949,0.674866234334925
"1949-9",74.0477333333333,154.7,1949,0.478653738418444
"1950-1",58.7783225806452,154.7,1950,0.379950372208437
"1950-10",28.5496129032258,154.7,1950,0.184548241132681
"1950-11",25.6011666666667,154.7,1950,0.165489118724413
"1950-12",26.531064516129,154.7,1950,0.17150009383406
"1950-2",61.1855714285714,154.7,1950,0.395511127527934
"1950-3",64.423064516129,154.7,1950,0.416438684655003
"1950-4",76.9186666666667,154.7,1950,0.497211807800043
"1950-5",103.632516129032,154.7,1950,0.669893446212232
"1950-6",118.710733333333,154.7,1950,0.767360913596208
"1950-7",99.8899677419355,154.7,1950,0.645701148945931
"1950-8",67.1826451612903,154.7,1950,0.434276956440144
"1950-9",36.9287333333333,154.7,1950,0.238711915535445
"1951-1",27.7335806451613,154.7,1951,0.179273307337823
"1951-10",556.302935483871,1013.15,1951,0.549082500600968
"1951-11",543.787,1013.15,1951,0.536729013472832
"1951-12",529.396064516129,1013.15,1951,0.52252486257329
"1951-2",29.078,154.7,1951,0.187963800904977
"1951-3",30.7940967741935,154.7,1951,0.199056863440165
"1951-4",35.1357666666667,154.7,1951,0.227121956474898
"1951-5",47.0797096774194,154.7,1951,0.304329086473299
"1951-6",73.1111,154.7,1951,0.472599224305107
"1951-7",62.5396451612903,154.7,1951,0.404264028191922
"1951-8",40.373064516129,154.7,1951,0.260976499781054
"1951-9",578.093133333333,1013.15,1951,0.570589876457912
"1952-1",520.057774193548,1013.15,1952,0.513307776926959
"1952-10",859.179612903226,1013.15,1952,0.848028044123008
"1952-11",834.304133333333,1013.15,1952,0.823475431410288
"1952-12",798.194387096774,1013.15,1952,0.787834365194467
"1952-2",504.264275862069,1013.15,1952,0.497719267494516
"1952-3",494.143,1013.15,1952,0.48772935893007
"1952-4",467.204166666667,1013.15,1952,0.461140173386632
"1952-5",516.521225806452,1013.15,1952,0.509817130539853
"1952-6",799.567866666667,1013.15,1952,0.789190017930876
"1952-7",938.908290322581,1013.15,1952,0.926721897372137
"1952-8",924.33535483871,1013.15,1952,0.912338108709184
"1952-9",890.188933333333,1013.15,1952,0.878634884600832
"1953-1",763.394258064516,1013.15,1953,0.753485918239664
"1953-10",790.725032258065,1049.65,1953,0.753322566815667
"1953-11",765.219,1049.65,1953,0.729023007669223
"1953-12",737.047,1049.65,1953,0.702183585004525
"1953-2",735.047285714286,1013.15,1953,0.725506870368934
"1953-3",706.469451612903,1013.15,1953,0.697299957176038
"1953-4",684.903266666667,1013.15,1953,0.676013686686736
"1953-5",692.051483870968,1013.15,1953,0.683069124878811
"1953-6",871.023066666667,1013.15,1953,0.859717777887447
"1953-7",933.987451612903,1013.15,1953,0.921864927812173
"1953-8",889.24764516129,1013.15,1953,0.877705813710991
"1953-9",819.197733333333,1013.15,1953,0.808565102238892
"1954-1",701.164451612903,1049.65,1954,0.667998334314203
"1954-10",524.163,1049.65,1954,0.499369313580717
"1954-11",488.1518,1049.65,1954,0.465061496689373
"1954-12",457.654387096774,1049.65,1954,0.436006656596746
"1954-2",671.387857142857,1049.65,1954,0.639630216875013
"1954-3",624.473483870968,1049.65,1954,0.594934962960003
"1954-4",590.872966666667,1049.65,1954,0.562923799996824
"1954-5",636.96035483871,1049.65,1954,0.606831186432344
"1954-6",711.989766666667,1049.65,1954,0.678311595928802
"1954-7",698.715322580645,1049.65,1954,0.665665052713424
"1954-8",630.041225806452,1049.65,1954,0.600239342453629
"1954-9",550.804366666667,1049.65,1954,0.524750504136299
"1955-1",425.728451612903,1049.65,1955,0.405590865157818
"1955-10",486.786258064516,1049.65,1955,0.463760546910414
"1955-11",442.084866666667,1049.65,1955,0.421173597548389
"1955-12",410.141064516129,1049.65,1955,0.390740784562596
"1955-2",392.817785714286,1049.65,1955,0.374236922511585
"1955-3",362.725580645161,1049.65,1955,0.345568123322213
"1955-4",347.749466666667,1049.65,1955,0.331300401721209
"1955-5",420.303548387097,1049.65,1955,0.400422567891294
"1955-6",549.7017,1049.65,1955,0.523699995236507
"1955-7",631.034322580645,1049.65,1955,0.601185464279184
"1955-8",609.391483870968,1049.65,1955,0.580566363903175
"1955-9",563.6248,1049.65,1955,0.536964511980184
"1956-1",381.120806451613,1049.65,1956,0.363093227696483
"1956-10",459.795935483871,1049.65,1956,0.438046906572544
"1956-11",413.686366666667,1049.65,1956,0.394118388669239
"1956-12",383.964483870968,1049.65,1956,0.365802394961147
"1956-2",345.154034482759,1049.65,1956,0.328827737324593
"1956-3",298.58235483871,1049.65,1956,0.284458967121145
"1956-4",275.126933333333,1049.65,1956,0.262113021800918
"1956-5",353.829806451613,1049.65,1956,0.337093132426631
"1956-6",617.1448,1049.65,1956,0.587952936693183
"1956-7",665.941870967742,1049.65,1956,0.634441833913916
"1956-8",620.991483870968,1049.65,1956,0.591617666718399
"1956-9",547.544633333333,1049.65,1956,0.521644961018752
"1957-1",356.677129032258,1049.65,1957,0.339805772431056
"1957-10",870.86,1049.65,1957,0.829667031867765
"1957-11",838.433433333333,1049.65,1957,0.798774289842646
"1957-12",797.063419354839,1049.65,1957,0.759361138812784
"1957-2",320.622821428571,1049.65,1957,0.305456886989541
"1957-3",285.106774193548,1049.65,1957,0.271620801403847
"1957-4",259.5201,1049.65,1957,0.247244414804935
"1957-5",278.572516129032,1049.65,1957,0.265395623425935
"1957-6",512.2077,1049.65,1957,0.487979516981851
"1957-7",861.497225806452,1049.65,1957,0.820747130764018
"1957-8",929.396290322581,1049.65,1957,0.885434468939723
"1957-9",920.773266666667,1049.65,1957,0.87721932707728
"1958-1",756.294129032258,1049.65,1958,0.720520296319971
"1958-10",865.404032258064,1180.65,1958,0.732989482283542
"1958-11",808.1043,1180.65,1958,0.684457121077373
"1958-12",765.738774193548,1180.65,1958,0.648573899287298
"1958-2",719.763142857143,1049.65,1958,0.68571727990963
"1958-3",680.960838709677,1049.65,1958,0.648750382231865
"1958-4",638.579166666667,1049.65,1958,0.608373426062656
"1958-5",662.135548387097,1049.65,1958,0.630815556030197
"1958-6",961.1048,1049.65,1958,0.91564311913495
"1958-7",1003.43996774194,1049.65,1958,0.955975770725418
"1958-8",948.889258064516,1049.65,1958,0.904005390429682
"1958-9",876.444,1049.65,1958,0.83498690039537
"1959-1",714.727258064516,1180.65,1959,0.605367600952455
"1959-10",808.631161290323,1305.95,1959,0.619189985290649
"1959-11",808.250133333333,1305.95,1959,0.618898222239238
"1959-12",776.694838709677,1305.95,1959,0.594735509559843
"1959-2",670.631321428571,1180.65,1959,0.568018736652328
"1959-3",638.166580645161,1180.65,1959,0.540521391305773
"1959-4",611.362266666667,1180.65,1959,0.517818376882791
"1959-5",620.311290322581,1180.65,1959,0.52539811995306
"1959-6",814.777266666667,1180.65,1959,0.690109064216039
"1959-7",1015.81383870968,1305.95,1959,0.777835168811729
"1959-8",958.089870967742,1305.95,1959,0.73363442012921
"1959-9",854.491733333333,1305.95,1959,0.654306622254553
"1960-1",724.632677419355,1318.25,1960,0.549692909098695
"1960-10",880.102241935484,1318.25,1960,0.667629237197409
"1960-11",839.873616666667,1318.25,1960,0.63711254820153
"1960-12",799.509967741935,1318.25,1960,0.606493432764601
"1960-2",672.619137931034,1318.25,1960,0.510236402754435
"1960-3",632.906741935484,1318.25,1960,0.480111315710589
"1960-4",649.692033333333,1318.25,1960,0.492844326442885
"1960-5",741.405596774194,1318.25,1960,0.562416534628632
"1960-6",1035.62753333333,1318.25,1960,0.785607838675011
"1960-7",1197.88940322581,1318.25,1960,0.908696683653181
"1960-8",1129.95525806452,1318.25,1960,0.857163101129919
"1960-9",986.21415,1318.25,1960,0.748123762564005
"1961-1",744.523870967742,1318.25,1961,0.564781999596239
"1961-10",1040.839,1318.25,1961,0.789561160629623
"1961-11",1062.37803333333,1318.25,1961,0.805900271825021
"1961-12",1036.04212903226,1318.25,1961,0.785922343282578
"1961-2",685.970642857143,1318.25,1961,0.520364606756793
"1961-3",646.24135483871,1318.25,1961,0.49022670573769
"1961-4",630.56355,1318.25,1961,0.478333813768253
"1961-5",707.30114516129,1318.25,1961,0.536545530181142
"1961-6",969.91255,1318.25,1961,0.73575767115494
"1961-7",1073.69090322581,1318.25,1961,0.814482005102072
"1961-8",1015.39420967742,1318.25,1961,0.770259214623493
"1961-9",991.00705,1318.25,1961,0.751759567608572
"1962-1",989.106129032258,1318.25,1962,0.750317564219426
"1962-10",1055.72648387097,3454.329,1962,0.30562418457274
"1962-11",981.627628723404,3454.329,1962,0.284173171902099
"1962-12",939.02427865477,8125.99287096774,1962,0.115558097769158
"1962-2",936.355142857143,1318.25,1962,0.710301644496221
"1962-3",853.182338709677,1318.25,1962,0.647208297902278
"1962-4",793.74335,1318.25,1962,0.602118983500853
"1962-5",871.36514516129,1318.25,1962,0.661001437634205
"1962-6",1102.0863,1318.25,1962,0.836022226436564
"1962-7",1302.298,3454.329,1962,0.37700462231594
"1962-8",1255.06990322581,3454.329,1962,0.363332474476463
"1962-9",1134.03948333333,3454.329,1962,0.328295157564127
"1963-1",891.747387096774,8281.715,1963,0.107676657201651
"1963-10",2946.52629032258,40352.43,1963,0.0730197980721999
"1963-11",3123.88896666667,40352.43,1963,0.0774151387330742
"1963-12",3277.18864516129,40381.9106451613,1963,0.0811548684250772
"1963-2",885.725946428571,8281.715,1963,0.106949580663977
"1963-3",903.281064516129,8281.715,1963,0.109069324954569
"1963-4",1068.17443333333,8281.715,1963,0.128979859042883
"1963-5",1327.74391935484,8281.715,1963,0.160322338954533
"1963-6",1828.07036666667,11451.1665,1963,0.159640536766858
"1963-7",2182.24790322581,39976.23,1963,0.05458863687811
"1963-8",2326.17780645161,39976.23,1963,0.0581890239887957
"1963-9",2764.37203333333,40352.43,1963,0.0685057141127147
"1964-1",3371.256,40400.53,1964,0.0834458359828448
"1964-10",8015.39938709677,40400.53,1964,0.198398372177216
"1964-11",7797.2521,40400.53,1964,0.192998757689565
"1964-12",7582.58177419355,40400.53,1964,0.187685205471155
"1964-2",3375.77106896552,40400.53,1964,0.0835575936495268
"1964-3",3318.38651612903,40400.53,1964,0.0821372025596949
"1964-4",3003.94503333333,40400.53,1964,0.0743540996450624
"1964-5",3326.19961290323,40400.53,1964,0.0823305935071452
"1964-6",6132.5365,40400.53,1964,0.151793466570859
"1964-7",7738.91538709677,40400.53,1964,0.191554798590434
"1964-8",8287.13669354839,40400.53,1964,0.205124454890775
"1964-9",8207.11773333333,40400.53,1964,0.20314381354238
"1965-1",7315.23706451613,40400.53,1965,0.181067848974163
"1965-10",13113.8427741935,40503.3116774194,1965,0.32377211223211
"1965-11",12991.8352666667,40855.706,1965,0.317993165181546
"1965-12",12846.1010645161,40855.706,1965,0.314426118704597
"1965-2",6984.706,40400.53,1965,0.172886494310842
"1965-3",6723.43558064516,40400.53,1965,0.16641948956227
"1965-4",6588.2353,40400.53,1965,0.163072991864216
"1965-5",6988.59441935484,40400.53,1965,0.172982741052032
"1965-6",8387.14803333333,40400.53,1965,0.20759995062771
"1965-7",11576.5169677419,40400.53,1965,0.28654369058381
"1965-8",12826.8559032258,40400.53,1965,0.317492268126824
"1965-9",12862.4734,40400.53,1965,0.318373877768435
"1966-1",12732.7038064516,40888.7999032258,1966,0.311398325130279
"1966-10",12338.2758709677,41881.617,1966,0.294598842040118
"1966-11",11947.6777833333,41881.617,1966,0.285272600227764
"1966-12",11683.0053225806,41881.617,1966,0.278953062451735
"1966-2",12427.1702857143,41881.617,1966,0.296721358339968
"1966-3",12417.4607741935,41881.617,1966,0.296489526041785
"1966-4",12865.1759333333,41881.617,1966,0.307179542120672
"1966-5",13514.6376129032,41881.617,1966,0.322686624370382
"1966-6",14323.8177833333,41881.617,1966,0.342007276923748
"1966-7",14200.9469354839,41881.617,1966,0.339073511308885
"1966-8",13580.2865806452,41881.617,1966,0.32425411322216
"1966-9",12933.0307833333,41881.617,1966,0.308799700434998
"1967-1",11214.4957551884,41881.617,1967,0.2677665419458
"1967-10",13143.8062071235,41881.617,1967,0.313832348142706
"1967-11",12934.8732076557,41881.617,1967,0.308843691676368
"1967-12",12640.2344834568,41881.617,1967,0.301808654700625
"1967-2",10864.5507750153,41881.617,1967,0.259410967227347
"1967-3",10594.2521588974,41881.617,1967,0.252957094729591
"1967-4",10332.3080755587,41881.617,1967,0.246702701941015
"1967-5",10153.503532005,41881.617,1967,0.242433417315405
"1967-6",11996.8322443652,41881.617,1967,0.286446252645049
"1967-7",13739.8389051125,41881.617,1967,0.328063716000089
"1967-8",13838.8652533708,41881.617,1967,0.330428150693674
"1967-9",13421.7681721826,41881.617,1967,0.32046919707476
"1968-1",12304.1932188118,41881.617,1968,0.293785056551466
"1968-10",14900.7233167365,41881.617,1968,0.355781948837755
"1968-11",14570.5139538279,41881.617,1968,0.347897597980228
"1968-12",14199.9161290323,41881.617,1968,0.339048898924611
"1968-2",12077.9434861528,41881.617,1968,0.288382931493614
"1968-3",11894.158074962,41881.617,1968,0.283994719567825
"1968-4",11400.2972550642,41881.617,1968,0.272202891666389
"1968-5",11483.018673876,41881.617,1968,0.27417801642845
"1968-6",13984.119857204,41881.617,1968,0.33389636931172
"1968-7",15437.1304340803,41881.617,1968,0.36858964719725
